ID,Protein_type,Buffer_type,Stabilizer_type,Surfactant_type,Salt_type,Excipient_type,Protein_conc,Temperature,Buffer_conc,Stabilizer_conc,Surfactant_conc,Salt_conc,Excipient_conc,Protein_class_type,kP,MW,PI_mean,PI_range,C_Class,HCI,Buffer_pH
72,poly-hIgG,Histidine,Sucrose,Tween-80,None,Proline,212.23777086416612,20.393708256560277,86.56052500020591,0.40333774607011186,0.529854728545551,0.0,108.06633799574082,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
73,poly-hIgG,Histidine,Sucrose,Tween-80,None,Proline,471.3853181446589,35.414952800731655,27.72337726972302,0.6893278885803281,0.9193182991393349,0.0,46.56135734576698,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
74,poly-hIgG,Histidine,Sucrose,Tween-80,None,Proline,39.19378828869001,22.606059740333247,64.41003659261355,0.8483419914975106,0.6331413142888244,0.0,190.74342857067245,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
75,poly-hIgG,Histidine,Sucrose,Tween-80,None,None,31.583329684445825,24.202803403407565,86.91889994387525,0.13193603842826168,0.1212356827563404,0.0,0.0,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
76,poly-hIgG,Histidine,Sucrose,Tween-80,None,None,484.35580153888696,30.853003918408696,11.891690457140959,0.7418252869135624,0.3325845003535412,0.0,0.0,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
77,poly-hIgG,Histidine,Sucrose,Tween-80,None,None,181.243617199148,36.91183632703421,122.44069399959349,0.8077614636198522,0.6900100305680626,0.0,0.0,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
78,poly-hIgG,Histidine,Sucrose,Tween-80,None,None,335.4960914794694,20.34538621451291,189.99825157610994,0.48923582335608906,0.9013809822207485,0.0,0.0,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
79,poly-hIgG,Histidine,Sucrose,Tween-80,None,None,265.3510405469047,9.301891107206945,42.41503689153154,0.28221320444770903,0.4946604421490747,0.0,0.0,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
80,poly-hIgG,Histidine,Sucrose,None,NaCl,Arginine,269.09881994337553,34.369064900923064,110.72496020414296,0.15831590687692818,0.0,46.167482672119185,231.56562151878907,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
81,poly-hIgG,Histidine,Sucrose,None,NaCl,Arginine,469.46674610285106,32.71372039857974,139.24242844352483,0.21499661179390417,0.0,18.628160333387825,163.79702955521165,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
82,poly-hIgG,Histidine,Sucrose,None,NaCl,Arginine,104.94534850811132,18.09955139943039,30.417241483775918,0.488015108525222,0.0,122.30297089840421,66.922362656011,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
83,poly-hIgG,Histidine,Sucrose,None,NaCl,Arginine,354.9929755018296,13.078061299723084,59.63386589015792,0.9982711515730106,0.0,92.68100459637539,54.49323304509026,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
84,poly-hIgG,Histidine,Sucrose,None,NaCl,Arginine,83.81575457936634,21.802537823560982,193.87033158700834,0.7073749679421939,0.0,198.54400779844948,276.51630057065074,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
85,poly-hIgG,Histidine,Sucrose,None,NaCl,Lysine,341.2252841333636,9.113176523527454,155.54563754615947,0.3245140782648628,0.0,32.54950599426825,290.38304395882574,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
86,poly-hIgG,Histidine,Sucrose,None,NaCl,Lysine,499.41804199702966,14.575035558850175,116.27418806080532,0.013096427739080884,0.0,142.94873646802236,77.6148791083087,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
87,poly-hIgG,Histidine,Sucrose,None,NaCl,Lysine,289.06110071156843,30.360889097645064,48.61594854184604,0.9793699337587303,0.0,110.27471506016664,233.41130712248898,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
88,poly-hIgG,Histidine,Sucrose,None,NaCl,Lysine,165.35611781633344,37.75542956667109,192.3948708695381,0.7754839564809042,0.0,164.29901681242526,132.94693767488928,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
89,poly-hIgG,Histidine,Sucrose,None,NaCl,Lysine,34.4070568996616,25.68490779789262,38.32218310661984,0.47160306041705213,0.0,42.163068854029824,2.6547842251696308,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
90,poly-hIgG,Histidine,Sucrose,None,NaCl,Proline,367.5716187298724,20.62626309187197,118.2221086797995,0.8019016957396907,0.0,5.468401639296854,26.968189892805775,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
91,poly-hIgG,Histidine,Sucrose,None,NaCl,Proline,403.1815400759502,27.25417016909167,25.148470941267846,0.13608409843806507,0.0,52.83828391738356,178.76246757467618,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
92,poly-hIgG,Histidine,Sucrose,None,NaCl,Proline,243.21591578376788,22.21113293551937,56.59235406398591,0.4855168216815707,0.0,139.03948879492737,287.42787053247343,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
93,poly-hIgG,Histidine,Sucrose,None,NaCl,Proline,56.87449604774086,39.28879011745166,148.51760504761995,0.2998002828529036,0.0,199.95141544036633,87.22287164241781,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
94,poly-hIgG,Histidine,Sucrose,None,NaCl,Proline,100.0745294142444,8.55582891765098,160.86698725229294,0.6082231476087625,0.0,101.09748097456652,205.53026194504878,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
95,poly-hIgG,Histidine,Sucrose,None,NaCl,None,62.56257171223588,35.059612043569494,173.2885044806775,0.8581690326918684,0.0,182.6498882735762,0.0,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
96,poly-hIgG,Histidine,Sucrose,None,NaCl,None,100.27314320148369,27.212205720384695,122.48023450489791,0.7615404584048197,0.0,52.58187630050226,0.0,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
97,poly-hIgG,Histidine,Sucrose,None,NaCl,None,433.1874146412876,23.33023556980806,57.78953028466239,0.06887298821620995,0.0,30.443845326170916,0.0,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
98,poly-hIgG,Histidine,Sucrose,None,NaCl,None,253.49786272925851,20.302064010044877,7.40426529073009,0.5960327619717438,0.0,159.1038438057036,0.0,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
99,poly-hIgG,Histidine,Sucrose,None,NaCl,None,306.3508332078483,8.190902686472757,86.22396414041718,0.26191735434860297,0.0,113.70452019650376,0.0,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
100,poly-hIgG,Histidine,Sucrose,None,None,Arginine,339.06798331421686,22.414250854302853,89.32824410334871,0.9424289341442934,0.0,0.0,138.40581524953214,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
101,poly-hIgG,Histidine,Sucrose,None,None,Arginine,107.39272407817371,17.512736071319885,125.4167944703674,0.03465590256569333,0.0,0.0,45.855206942877835,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
102,poly-hIgG,Histidine,Sucrose,None,None,Arginine,217.2992032195149,14.264576201855984,72.03428711930871,0.3384269150777211,0.0,0.0,292.88237978977156,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
103,poly-hIgG,Histidine,Sucrose,None,None,Arginine,56.07861452900449,35.950950629458596,182.77432941951074,0.43364080523746856,0.0,0.0,81.72922445510459,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
104,poly-hIgG,Histidine,Sucrose,None,None,Arginine,414.93186642222565,31.537639984954097,16.448451933543602,0.794921399814897,0.0,0.0,233.29204477135156,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
105,poly-hIgG,Histidine,Sucrose,None,None,Lysine,243.99206281044323,27.249543239298408,112.57184242153919,0.6989424775554767,0.0,0.0,47.977253484061464,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
106,poly-hIgG,Histidine,Sucrose,None,None,Lysine,82.76718941837966,12.047233287525723,69.14504918149309,0.31725278425421805,0.0,0.0,180.63080291967012,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
107,poly-hIgG,Histidine,Sucrose,None,None,Lysine,350.53110267979133,24.077080656295358,33.57594629081196,0.925043290681792,0.0,0.0,99.87948905269918,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
108,poly-hIgG,Histidine,Sucrose,None,None,Lysine,467.78795846813534,36.758723576928624,196.8984303782378,0.044024505319131955,0.0,0.0,157.04862551293414,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
109,poly-hIgG,Histidine,Sucrose,None,None,Lysine,161.8311169395709,15.219187608456252,154.53386512866325,0.4967297427294647,0.0,0.0,283.71555552950633,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
110,poly-hIgG,Histidine,Sucrose,None,None,Proline,305.65065472595967,11.050626373499247,38.18470469032405,0.7362882443687703,0.0,0.0,248.49495429265477,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
111,poly-hIgG,Histidine,Sucrose,None,None,Proline,291.54412979443316,14.493662399846164,135.30981822071152,0.1698919042559788,0.0,0.0,117.97123725981542,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
112,poly-hIgG,Histidine,Sucrose,None,None,Proline,458.1874796520582,36.44412263707166,92.78693337089956,0.5905516676928843,0.0,0.0,122.40155479864221,polyclonal,3.0,150.0,7.6,1.0,0.9,0.9,6.0
