ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000
F60,none,none,0,0,0,0,0,25,PBS,7.4,10,NaCl,140,Trehalose,0.5,none,0,none,0,0,0,1.38,1.38,1.38,1.38,1.38
F61,none,none,0,0,0,0,0,25,PBS,7.4,10,NaCl,140,Trehalose,1,none,0,none,0,0,0,3.05,3.05,3.05,3.05,3.05
F62,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0,0,0.98,0.98,0.98,0.98,0.98
F63,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Sucrose,1,none,0,none,0,0,0,3.3,3.3,3.3,3.3,3.3
F64,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,none,0,tween-20,0.1,none,0,0,0,1.04,1.04,1.04,1.04,1.04
F65,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,none,0,tween-20,0.05,none,0,0,0,1.01,1.01,1.01,1.01,1.01
F66,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,none,0,tween-80,0.1,none,0,0,0,1.11,1.11,1.11,1.11,1.11
F67,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,none,0,tween-80,0.05,none,0,0,0,1.04,1.04,1.04,1.04,1.04
F68,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Sucrose,0.1,tween-20,0.1,none,0,0,0,1.24,1.24,1.24,1.24,1.24
F69,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Sucrose,0.2,tween-20,0.1,none,0,0,0,1.33,1.33,1.33,1.33,1.33
F70,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Sucrose,0.4,tween-20,0.1,none,0,0,0,1.6,1.6,1.6,1.6,1.6
F71,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Sucrose,0.75,tween-20,0.1,none,0,0,0,2.35,2.35,2.35,2.35,2.35
F72,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Sucrose,0.1,tween-20,0.05,none,0,0,0,1.21,1.21,1.21,1.21,1.21
F73,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Sucrose,0.2,tween-20,0.05,none,0,0,0,1.31,1.31,1.31,1.31,1.31
F74,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Sucrose,0.4,tween-20,0.05,none,0,0,0,1.56,1.56,1.56,1.56,1.56
F75,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Sucrose,0.75,tween-20,0.05,none,0,0,0,2.33,2.33,2.33,2.33,2.33
F76,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Trehalose,0.5,none,0,none,0,0,0,1.42,1.42,1.42,1.42,1.42
F77,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Trehalose,1,none,0,none,0,0,0,3.1,3.1,3.1,3.1,3.1
F78,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Trehalose,0.5,none,0,none,0,0,0,1.42,1.42,1.42,1.42,1.42
F79,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Trehalose,1,none,0,none,0,0,0,3.1,3.1,3.1,3.1,3.1
F80,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Trehalose,0.5,tween-20,0.1,none,0,0,0,1.47,1.47,1.47,1.47,1.47
F81,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Trehalose,1,tween-20,0.1,none,0,0,0,3.15,3.15,3.15,3.15,3.15
F82,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Trehalose,0.5,tween-80,0.1,none,0,0,0,1.54,1.54,1.54,1.54,1.54
F83,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Trehalose,1,tween-80,0.1,none,0,0,0,3.22,3.22,3.22,3.22,3.22
F84,BSA,other,2,66,4.7,0.3,145,27.5,PBS,7.4,10,NaCl,140,Trehalose,1,none,0,none,0,0.85,0.9,9,9,9,9,9
F85,BGG,polyclonal,3,150,6.6,1,163,27.5,PBS,7.4,10,NaCl,140,Trehalose,1,none,0,none,0,0.9,0.9,15.7,15.7,13,11.3,9.5
F86,poly-hIgG,polyclonal,3,150,7.6,1,166,27.5,PBS,7.4,10,NaCl,140,Trehalose,1,none,0,none,0,0.9,0.9,16.6,16.6,16.6,15.2,9.3
F87,BSA,other,2,66,4.7,0.3,65,27.5,PBS,7.4,10,NaCl,140,Trehalose,1,none,0,none,0,0.85,0.9,4.3,4.3,4.3,4.3,4.3
F88,BGG,polyclonal,3,150,6.6,1,77,27.5,PBS,7.4,10,NaCl,140,Trehalose,1,none,0,none,0,0.9,0.9,5,5,5,5,5
F89,poly-hIgG,polyclonal,3,150,7.6,1,72,27.5,PBS,7.4,10,NaCl,140,Trehalose,1,none,0,none,0,0.9,0.9,5.1,4.4,4.4,4.4,4.4
F90,BGG,polyclonal,3,150,6.6,1,66,27.5,PBS,7.4,10,NaCl,140,Trehalose,0.47,none,0,none,0,0.9,0.9,2.1,2.1,2.1,2.1,2.1
F91,BSA,other,2,66,4.7,0.3,67,27.5,PBS,7.4,10,NaCl,140,Trehalose,0.466,none,0,none,0,0.85,0.9,2.4,2.3,2.1,2.1,2
F92,poly-hIgG,polyclonal,3,150,7.6,1,68,27.5,PBS,7.4,10,NaCl,140,Trehalose,0.447,none,0,none,0,0.9,0.9,3,2.5,2.36,2.36,2.3
F93,BGG,polyclonal,3,150,6.6,1,152,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,4.1,4.1,4.1,3.82,2.7
F94,BGG,polyclonal,3,150,6.6,1,87,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,2.5,2.5,2.5,2.3,1.8
F95,BGG,polyclonal,3,150,6.6,1,66,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.67,1.67,1.67,1.67,1.67
F96,BGG,polyclonal,3,150,6.6,1,57,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.4,1.4,1.4,1.4,1.4
F97,BGG,polyclonal,3,150,6.6,1,165,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,7,6.3,6,5.27,4.25
F98,poly-hIgG,polyclonal,3,150,7.6,1,144,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,5.5,5.2,5.2,4.8,3.7
F99,poly-hIgG,polyclonal,3,150,7.6,1,94,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,2.49,2.49,2.49,2.36,1.68
F100,poly-hIgG,polyclonal,3,150,7.6,1,66,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.4,1.4,1.4,1.4,1.4
F101,poly-hIgG,polyclonal,3,150,7.6,1,45,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.15,1.15,1.15,1.15,1.15
F102,poly-hIgG,polyclonal,3,150,7.6,1,165,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,6.4,6.4,6.4,6,4.18
F103,BGG,polyclonal,3,150,6.6,1,95.85,27.5,Histidine,6,100,NaCl,140,none,0,tween-20,0.1,none,0,0.9,0.9,3.79,3.79,3.51,3.15,2.8
F104,BGG,polyclonal,3,150,6.6,1,150.8,27.5,Histidine,6,100,NaCl,140,none,0,tween-80,0.25,none,0,0.9,0.9,5.43,6.23,6.23,5.43,3.85
F105,BGG,polyclonal,3,150,6.6,1,44,27.5,Histidine,6,100,NaCl,140,Sucrose,0.25,tween-20,0.15,none,0,0.9,0.9,1.76,1.76,1.76,1.76,1.76
F106,BGG,polyclonal,3,150,6.6,1,71.5,27.5,Histidine,6,100,NaCl,140,Sucrose,0.75,tween-80,0.2,none,0,0.9,0.9,4.55,4.55,4.55,4.18,4.18
F107,poly-hIgG,polyclonal,3,150,7.6,1,135,27.5,Histidine,6,100,NaCl,140,none,0,tween-20,0.2,none,0,0.9,0.9,3.19,3.19,3.19,2.96,2.96
F108,poly-hIgG,polyclonal,3,150,7.6,1,174,27.5,Histidine,6,100,NaCl,140,none,0,tween-80,0.1,none,0,0.9,0.9,5.99,5.99,5.99,5.03,4.82
F109,poly-hIgG,polyclonal,3,150,7.6,1,89,27.5,Histidine,6,100,NaCl,140,Sucrose,0.5,tween-20,0.05,none,0,0.9,0.9,3.43,3.67,3.75,3.64,3.64
F110,poly-hIgG,polyclonal,3,150,7.6,1,63,27.5,Histidine,6,100,NaCl,140,Sucrose,1,tween-80,0.15,none,0,0.9,0.9,5.43,5.43,5.43,5.43,5.43
F111,poly-hIgG,polyclonal,3,150,7.6,1,202,27.5,Histidine,6,100,NaCl,140,none,0,tween-20,0.02,none,0,0.9,0.9,10.94,10.7,10.7,7.75,5.04
F112,poly-hIgG,polyclonal,3,150,7.6,1,202,27.5,Histidine,6,100,NaCl,140,none,0,tween-80,0.02,none,0,0.9,0.9,10.14,8.95,8.95,7.11,6.33
F113,poly-hIgG,polyclonal,3,150,7.6,1,211,27.5,PBS,7.4,10,NaCl,140,none,0,tween-20,0.02,none,0,0.9,0.9,11.9,11.1,9.82,7.19,6
F114,poly-hIgG,polyclonal,3,150,7.6,1,211,27.5,PBS,7.4,10,NaCl,140,none,0,tween-80,0.02,none,0,0.9,0.9,11.02,11.02,11.02,7.35,6
F115,BSA,other,2,66,4.7,0.3,98,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.85,0.9,1.24,1.24,1.24,1.24,1.24
F116,BSA,other,2,66,4.7,0.3,127,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.85,0.9,2.4,2,2,1.92,1.92
F117,BSA,other,2,66,4.7,0.3,194,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.85,0.9,3.33,3.33,3.33,3.04,2.5
F118,BSA,other,2,66,4.7,0.3,266,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.85,0.9,10.74,6.95,6.95,5.99,5.5
F119,BSA,other,2,66,4.7,0.3,72,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.85,0.9,1.52,1.46,1.4,1.36,1.36
F120,BSA,other,2,66,4.7,0.3,131,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.85,0.9,2.96,2.4,2,1.76,1.7
F121,BSA,other,2,66,4.7,0.3,183,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.85,0.9,3.27,3.09,2.8,2.4,2
F122,BSA,other,2,66,4.7,0.3,265,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.85,0.9,5.99,5.99,5.83,5.19,4.4
F123,BSA,other,2,66,4.7,0.3,193,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.85,0.9,4.63,4.63,4.63,4.39,3.35
F124,BSA,other,2,66,4.7,0.3,66,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.85,0.9,1.28,1.28,1.28,1.28,1.28
F125,BSA,other,2,66,4.7,0.3,110,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.85,0.9,1.96,1.96,1.96,1.92,1.25
F126,BSA,other,2,66,4.7,0.3,132,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.85,0.9,2.4,2.4,2.4,2.4,2.4
F127,poly-hIgG,polyclonal,3,150,7.6,1,213,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,11.74,10.85,9.58,6.23,4.35
F128,poly-hIgG,polyclonal,3,150,7.6,1,63,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.6,1.6,1.6,1.6,1.6
F129,poly-hIgG,polyclonal,3,150,7.6,1,101,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,2.12,2.12,2.12,2.04,2.04
F130,poly-hIgG,polyclonal,3,150,7.6,1,167,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,3.99,3.99,3.99,3.19,2.77
F131,BGG,polyclonal,3,150,6.6,1,203,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,15.97,13.58,13.18,9.58,4.58
F132,BGG,polyclonal,3,150,6.6,1,79,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.52,1.49,1.44,1.44,1.44
F133,BGG,polyclonal,3,150,6.6,1,108,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,2.32,2.32,2.32,2.24,2.16
F134,BGG,polyclonal,3,150,6.6,1,163,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,4.39,4.39,4.39,4.23,4.23
F135,BSA,other,2,66,4.7,0.3,150,27.5,Acetate,5,20,NaCl,140,Sucrose,0.51,none,0,none,0,0.85,0.9,4.39,4.39,4.39,4.31,4.11
F136,BSA,other,2,66,4.7,0.3,94,27.5,Acetate,5,20,NaCl,140,Sucrose,0.978,none,0,none,0,0.85,0.9,5.83,5.83,5.83,5.59,5.59
F137,poly-hIgG,polyclonal,3,150,7.6,1,171,27.5,Acetate,5,20,NaCl,140,Sucrose,0.488,none,0,none,0,0.9,0.9,9.54,8.79,8.23,6.23,4.17
F138,poly-hIgG,polyclonal,3,150,7.6,1,111,27.5,Acetate,5,20,NaCl,140,Sucrose,0.986,none,0,none,0,0.9,0.9,9.58,8.79,7.99,6.55,5.75
F139,BGG,polyclonal,3,150,6.6,1,159,27.5,Acetate,5,20,NaCl,140,Sucrose,0.476,none,0,none,0,0.9,0.9,8.39,8.39,8.39,6.39,4.65
F140,BGG,polyclonal,3,150,6.6,1,97,27.5,Acetate,5,20,NaCl,140,Sucrose,1,none,0,none,0,0.9,0.9,10.7,8.79,8.79,7.19,6.24
F141,BGG,polyclonal,3,150,6.6,1,181,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,13.58,13.58,11.98,8.23,4.14
F142,BGG,polyclonal,3,150,6.6,1,154,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,5.59,5.19,5.19,4.39,3.45
F143,BGG,polyclonal,3,150,6.6,1,102,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,2.4,2.4,2.4,2.24,2
F144,BGG,polyclonal,3,150,6.6,1,75,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,1.76,1.76,1.76,1.76,1.76
F145,BSA,other,2,66,4.7,0.3,183,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.85,0.9,3.51,3.51,3.51,3.51,3.51
F146,BSA,other,2,66,4.7,0.3,125,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.85,0.9,2.64,2.64,2.64,2.4,1.5
F147,BSA,other,2,66,4.7,0.3,105,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.85,0.9,2.16,2.16,2.16,1.92,1.5
F148,BSA,other,2,66,4.7,0.3,63,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.85,0.9,1.6,1.6,1.6,1.6,1.3
F149,poly-hIgG,polyclonal,3,150,7.6,1,202,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,7.99,7.99,7.99,5.59,3.4
F150,poly-hIgG,polyclonal,3,150,7.6,1,158,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,3.99,3.99,3.99,3.59,3.4
F151,poly-hIgG,polyclonal,3,150,7.6,1,95,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,2.36,2.36,2.36,2.28,2.28
F152,poly-hIgG,polyclonal,3,150,7.6,1,60,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,1.28,1.28,1.28,1.28,1.28
F153,poly-hIgG,polyclonal,3,150,7.6,1,220,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,0.9,0.9,12.78,10.54,10.54,9.58,4
F154,poly-hIgG,polyclonal,3,150,7.6,1,194,27.5,Acetate,6,20,none,0,none,0,none,0,none,0,0.9,0.9,12.5,12.5,12.5,12,3.5
F155,poly-hIgG,polyclonal,3,150,7.6,1,209,27.5,Acetate,6,20,none,0,none,0,none,0,none,0,0.9,0.9,13.6,13.6,13.6,12,3.81
F156,poly-hIgG,polyclonal,3,150,7.6,1,134,27.5,Acetate,6,20,none,0,none,0,none,0,none,0,0.9,0.9,5.91,5.91,5.59,5.19,2.21
F157,poly-hIgG,polyclonal,3,150,7.6,1,175,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,0.9,0.9,5.91,5.51,5.51,5.19,3.3
