ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000
F71,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Sucrose,0.75,tween-20,0.1,none,0,0,0,2.35,2.35,2.35,2.35,2.35
F72,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Sucrose,0.1,tween-20,0.05,none,0,0,0,1.21,1.21,1.21,1.21,1.21
F73,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Sucrose,0.2,tween-20,0.05,none,0,0,0,1.31,1.31,1.31,1.31,1.31
F74,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Sucrose,0.4,tween-20,0.05,none,0,0,0,1.56,1.56,1.56,1.56,1.56
F75,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Sucrose,0.75,tween-20,0.05,none,0,0,0,2.33,2.33,2.33,2.33,2.33
F76,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Trehalose,0.5,none,0,none,0,0,0,1.42,1.42,1.42,1.42,1.42
F77,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Trehalose,1,none,0,none,0,0,0,3.1,3.1,3.1,3.1,3.1
F78,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Trehalose,0.5,none,0,none,0,0,0,1.42,1.42,1.42,1.42,1.42
F79,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Trehalose,1,none,0,none,0,0,0,3.1,3.1,3.1,3.1,3.1
F80,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Trehalose,0.5,tween-20,0.1,none,0,0,0,1.47,1.47,1.47,1.47,1.47
F81,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Trehalose,1,tween-20,0.1,none,0,0,0,3.15,3.15,3.15,3.15,3.15
F82,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Trehalose,0.5,tween-80,0.1,none,0,0,0,1.54,1.54,1.54,1.54,1.54
F83,none,none,0,0,0,0,0,25,Histidine,6,100,NaCl,140,Trehalose,1,tween-80,0.1,none,0,0,0,3.22,3.22,3.22,3.22,3.22
F84,BSA,other,2,66,4.7,0.3,145,27.5,PBS,7.4,10,NaCl,140,Trehalose,1,none,0,none,0,0.85,0.9,10.35,10.35,10.35,10.35,10.35
F85,BGG,polyclonal,3,150,6.6,1,163,27.5,PBS,7.4,10,NaCl,140,Trehalose,1,none,0,none,0,0.9,0.9,18.06,18.06,14.95,12.43,9.5
F86,poly-hIgG,polyclonal,3,150,7.6,1,166,27.5,PBS,7.4,10,NaCl,140,Trehalose,1,none,0,none,0,0.9,0.9,19.09,19.09,19.09,16.72,9.3
F87,BSA,other,2,66,4.7,0.3,65,27.5,PBS,7.4,10,NaCl,140,Trehalose,1,none,0,none,0,0.85,0.9,4.95,4.95,4.95,4.95,4.3
F88,BGG,polyclonal,3,150,6.6,1,77,27.5,PBS,7.4,10,NaCl,140,Trehalose,1,none,0,none,0,0.9,0.9,5.75,5.75,5.75,5.75,5.7
F89,poly-hIgG,polyclonal,3,150,7.6,1,72,27.5,PBS,7.4,10,NaCl,140,Trehalose,1,none,0,none,0,0.9,0.9,5.87,5.06,5.06,5.06,4.4
F90,BGG,polyclonal,3,150,6.6,1,66,27.5,PBS,7.4,10,NaCl,140,Trehalose,0.47,none,0,none,0,0.9,0.9,2.42,2.42,2.42,2.42,2.4
F91,BSA,other,2,66,4.7,0.3,67,27.5,PBS,7.4,10,NaCl,140,Trehalose,0.466,none,0,none,0,0.85,0.9,2.76,2.65,2.42,2.42,2
F92,poly-hIgG,polyclonal,3,150,7.6,1,68,27.5,PBS,7.4,10,NaCl,140,Trehalose,0.447,none,0,none,0,0.9,0.9,3.45,2.88,2.71,2.71,2.7
F93,BGG,polyclonal,3,150,6.6,1,152,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,4.72,4.72,4.72,4.2,2.7
F94,BGG,polyclonal,3,150,6.6,1,87,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,2.88,2.88,2.88,2.53,1.8
F95,BGG,polyclonal,3,150,6.6,1,66,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.92,1.92,1.92,1.92,1.9
F96,BGG,polyclonal,3,150,6.6,1,57,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.61,1.61,1.61,1.61,1.6
F97,BGG,polyclonal,3,150,6.6,1,165,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,8.05,7.25,6.9,5.8,4.25
F98,poly-hIgG,polyclonal,3,150,7.6,1,144,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,6.33,5.98,5.98,5.28,3.7
F99,poly-hIgG,polyclonal,3,150,7.6,1,94,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,2.86,2.86,2.86,2.6,1.68
F100,poly-hIgG,polyclonal,3,150,7.6,1,66,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.61,1.61,1.61,1.61,1.6
F101,poly-hIgG,polyclonal,3,150,7.6,1,45,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.32,1.32,1.32,1.32,1.3
F102,poly-hIgG,polyclonal,3,150,7.6,1,165,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,7.36,7.36,7.36,6.6,4.18
F103,BGG,polyclonal,3,150,6.6,1,95.85,27.5,Histidine,6,100,NaCl,140,none,0,tween-20,0.1,none,0,0.9,0.9,4.36,4.36,4.04,3.47,2.8
F104,BGG,polyclonal,3,150,6.6,1,150.8,27.5,Histidine,6,100,NaCl,140,none,0,tween-80,0.25,none,0,0.9,0.9,6.24,7.16,7.16,5.97,3.85
F105,BGG,polyclonal,3,150,6.6,1,44,27.5,Histidine,6,100,NaCl,140,Sucrose,0.25,tween-20,0.15,none,0,0.9,0.9,2.02,2.02,2.02,2.02,2
F106,BGG,polyclonal,3,150,6.6,1,71.5,27.5,Histidine,6,100,NaCl,140,Sucrose,0.75,tween-80,0.2,none,0,0.9,0.9,5.23,5.23,5.23,4.6,4.18
F107,poly-hIgG,polyclonal,3,150,7.6,1,135,27.5,Histidine,6,100,NaCl,140,none,0,tween-20,0.2,none,0,0.9,0.9,3.67,3.67,3.67,3.26,2.96
F108,poly-hIgG,polyclonal,3,150,7.6,1,174,27.5,Histidine,6,100,NaCl,140,none,0,tween-80,0.1,none,0,0.9,0.9,6.89,6.89,6.89,5.53,4.82
F109,poly-hIgG,polyclonal,3,150,7.6,1,89,27.5,Histidine,6,100,NaCl,140,Sucrose,0.5,tween-20,0.05,none,0,0.9,0.9,3.94,4.22,4.31,4,3.64
F110,poly-hIgG,polyclonal,3,150,7.6,1,63,27.5,Histidine,6,100,NaCl,140,Sucrose,1,tween-80,0.15,none,0,0.9,0.9,6.24,6.24,6.24,6.24,5.43
F111,poly-hIgG,polyclonal,3,150,7.6,1,202,27.5,Histidine,6,100,NaCl,140,none,0,tween-20,0.02,none,0,0.9,0.9,12.58,12.31,12.31,8.53,5.04
F112,poly-hIgG,polyclonal,3,150,7.6,1,202,27.5,Histidine,6,100,NaCl,140,none,0,tween-80,0.02,none,0,0.9,0.9,11.66,10.29,10.29,7.82,6.33
F113,poly-hIgG,polyclonal,3,150,7.6,1,211,27.5,PBS,7.4,10,NaCl,140,none,0,tween-20,0.02,none,0,0.9,0.9,13.69,12.77,11.29,7.91,6
F114,poly-hIgG,polyclonal,3,150,7.6,1,211,27.5,PBS,7.4,10,NaCl,140,none,0,tween-80,0.02,none,0,0.9,0.9,12.67,12.67,12.67,7.72,6
F115,BSA,other,2,66,4.7,0.3,98,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.85,0.9,1.43,1.43,1.43,1.43,1.4
F116,BSA,other,2,66,4.7,0.3,127,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.85,0.9,2.76,2.3,2.3,2.21,1.92
F117,BSA,other,2,66,4.7,0.3,194,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.85,0.9,3.83,3.83,3.83,3.5,2.5
F118,BSA,other,2,66,4.7,0.3,266,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.85,0.9,12.35,7.99,7.99,6.29,5.5
F119,BSA,other,2,66,4.7,0.3,72,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.85,0.9,1.75,1.68,1.61,1.5,1.36
F120,BSA,other,2,66,4.7,0.3,131,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.85,0.9,3.4,2.76,2.3,2.02,1.7
F121,BSA,other,2,66,4.7,0.3,183,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.85,0.9,3.76,3.55,3.22,2.76,2
F122,BSA,other,2,66,4.7,0.3,265,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.85,0.9,6.89,6.89,6.7,5.71,4.4
F123,BSA,other,2,66,4.7,0.3,193,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.85,0.9,5.32,5.32,5.32,4.61,3.35
F124,BSA,other,2,66,4.7,0.3,66,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.85,0.9,1.47,1.47,1.47,1.47,1.47
F125,BSA,other,2,66,4.7,0.3,110,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.85,0.9,2.25,2.25,2.25,2.11,1.25
F126,BSA,other,2,66,4.7,0.3,132,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.85,0.9,2.76,2.76,2.76,2.76,2.4
F127,poly-hIgG,polyclonal,3,150,7.6,1,213,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,13.5,12.48,11.02,6.54,4.35
F128,poly-hIgG,polyclonal,3,150,7.6,1,63,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.84,1.84,1.84,1.84,1.8
F129,poly-hIgG,polyclonal,3,150,7.6,1,101,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,2.44,2.44,2.44,2.35,2.2
F130,poly-hIgG,polyclonal,3,150,7.6,1,167,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,4.59,4.59,4.59,3.51,2.77
F131,BGG,polyclonal,3,150,6.6,1,203,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,18.37,15.62,15.16,10.06,4.58
F132,BGG,polyclonal,3,150,6.6,1,79,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.75,1.71,1.66,1.66,1.44
F133,BGG,polyclonal,3,150,6.6,1,108,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,2.67,2.67,2.67,2.46,2.16
F134,BGG,polyclonal,3,150,6.6,1,163,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,5.05,5.05,5.05,4.65,4.23
F135,BSA,other,2,66,4.7,0.3,150,27.5,Acetate,5,20,NaCl,140,Sucrose,0.51,none,0,none,0,0.85,0.9,5.05,5.05,5.05,4.74,4.11
F136,BSA,other,2,66,4.7,0.3,94,27.5,Acetate,5,20,NaCl,140,Sucrose,0.978,none,0,none,0,0.85,0.9,6.7,6.7,6.7,6.15,5.59
F137,poly-hIgG,polyclonal,3,150,7.6,1,171,27.5,Acetate,5,20,NaCl,140,Sucrose,0.488,none,0,none,0,0.9,0.9,10.97,10.11,9.46,6.54,4.17
F138,poly-hIgG,polyclonal,3,150,7.6,1,111,27.5,Acetate,5,20,NaCl,140,Sucrose,0.986,none,0,none,0,0.9,0.9,11.02,10.11,9.19,6.88,5.75
F139,BGG,polyclonal,3,150,6.6,1,159,27.5,Acetate,5,20,NaCl,140,Sucrose,0.476,none,0,none,0,0.9,0.9,9.65,9.65,9.65,6.71,4.65
F140,BGG,polyclonal,3,150,6.6,1,97,27.5,Acetate,5,20,NaCl,140,Sucrose,1,none,0,none,0,0.9,0.9,12.31,10.11,10.11,7.55,6.24
F141,BGG,polyclonal,3,150,6.6,1,181,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,15.62,15.62,13.78,8.64,4.14
F142,BGG,polyclonal,3,150,6.6,1,154,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,6.43,5.97,5.97,4.61,3.45
F143,BGG,polyclonal,3,150,6.6,1,102,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,2.76,2.76,2.76,2.46,2
F144,BGG,polyclonal,3,150,6.6,1,75,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,2.02,2.02,2.02,2.02,1.76
F145,BSA,other,2,66,4.7,0.3,183,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.85,0.9,4.04,4.04,4.04,4.04,4
F146,BSA,other,2,66,4.7,0.3,125,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.85,0.9,3.04,3.04,3.04,2.76,1.5
F147,BSA,other,2,66,4.7,0.3,105,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.85,0.9,2.48,2.48,2.48,2.21,1.5
F148,BSA,other,2,66,4.7,0.3,63,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.85,0.9,1.84,1.84,1.84,1.76,1.3
F149,poly-hIgG,polyclonal,3,150,7.6,1,202,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,9.19,9.19,9.19,5.87,3.4
F150,poly-hIgG,polyclonal,3,150,7.6,1,158,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,4.59,4.59,4.59,3.77,3.4
F151,poly-hIgG,polyclonal,3,150,7.6,1,95,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,2.71,2.71,2.71,2.39,2.28
F152,poly-hIgG,polyclonal,3,150,7.6,1,60,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,1.47,1.47,1.47,1.47,1.4
F153,poly-hIgG,polyclonal,3,150,7.6,1,220,27.5,Histidine,6,15,none,0,none,0,none,0,none,0,0.9,0.9,14.7,12.12,12.12,10.06,4
F154,poly-hIgG,polyclonal,3,150,7.6,1,194,27.5,Acetate,6,20,none,0,none,0,none,0,none,0,0.9,0.9,14.38,14.38,14.38,12.6,3.5
F155,poly-hIgG,polyclonal,3,150,7.6,1,209,27.5,Acetate,6,20,none,0,none,0,none,0,none,0,0.9,0.9,15.64,15.64,15.64,12.6,3.81
F156,poly-hIgG,polyclonal,3,150,7.6,1,134,27.5,Acetate,6,20,none,0,none,0,none,0,none,0,0.9,0.9,6.8,6.8,6.43,5.45,2.21
