ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,
167_p3conc_3.2_i4,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,3.1623,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,0.9992282914410828,0.989610509834901,0.91,0.91,0.91,
167_p3conc_3.9_i5,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,3.9482,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,0.9691533075547565,0.9691533075547565,0.9691533075547565,0.91,0.91,
167_p3conc_5.6_i6,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,5.5655,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,1.0948749038068786,1.014301073403335,0.9996488222403545,0.9521833692129842,0.9521833692129842,
167_p3conc_5.6_i7,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,5.6234,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,1.0036952058083066,1.000265339070917,0.9757583553117665,0.9757583553117665,0.9757583553117665,
167_p3conc_7.8_i8,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,7.8452,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,1.0475508425314137,1.0475508425314137,1.0475508425314137,0.9787876111233943,0.9787876111233943,
167_p3conc_10.0_i9,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,10.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,1.2552753004769126,1.0193184930007593,1.0193184930007593,1.0193184930007593,1.0193184930007593,
167_p3conc_11.1_i10,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,11.0587,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,1.3497435247648262,1.15810348591835,1.0588623502162176,0.9594947446916523,0.9594947446916523,
167_p3conc_15.6_i11,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,15.5885,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,1.2574182571302093,1.2574182571302093,1.1837497495630371,1.1084045581289372,1.0557601065944329,
167_p3conc_17.8_i12,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,17.7828,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,1.4212944834455814,1.2947619041559957,1.2947619041559957,1.1582266669035213,1.1419202754231843,
167_p3conc_22.0_i13,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,21.9737,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,1.5232445681139426,1.3956254232194971,1.2840406577076138,1.2555185507320308,1.1139404636917898,
167_p3conc_31.0_i14,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,30.9745,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,1.6692139188350132,1.4664378366960473,1.3304071019373112,1.3304071019373112,1.1790642674420162,
167_p3conc_31.6_i15,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,31.6228,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,1.592341220150437,1.5852201611018593,1.5663301750364367,1.404050522405921,1.1115783797784076,
167_p3conc_43.7_i16,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,43.662,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,1.905636285647451,1.703136476896471,1.703136476896471,1.533719627154188,1.3591776985226112,
167_p3conc_56.2_i17,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,56.2341,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,2.0891545931345417,1.95533235280485,1.6998460310095358,1.6888661085838628,1.2876058885316142,
167_p3conc_61.5_i18,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,61.5467,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,2.533985808547592,2.066264087157061,1.7724843678697597,1.6974627989924682,1.2622247789533065,
167_p3conc_86.8_i19,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,86.7571,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,2.7951924587319565,2.4285417461757204,2.1645454391469094,1.9116769636404412,1.336129683608379,
167_p3conc_110.5_i20,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,110.521,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,4.631862321324266,3.4976134079966417,3.321185400853856,2.9651774890373903,1.323217167205036,
444_p3conc_122.1_i21,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,122.1487,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,7.509335865787314,6.6626454601979495,5.902527174773827,4.7193231519356615,1.2867162162153718,
444_p3conc_122.3_i22,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,122.294,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,7.5752452724113,6.765400292349765,6.140606653505174,4.951315846173715,1.34820152023367,
161_p3conc_152.8_i23,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,152.7988,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,7.228570655992736,7.228570655992736,7.228570655992736,5.317028253608683,2.918805943068649,
161_p3conc_163.3_i24,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,163.2691,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,8.598686342349126,8.598686342349126,8.598686342349126,6.721611157872344,2.844120197565133,
161_p3conc_172.4_i25,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,172.3876,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,9.438550219533747,9.438550219533747,9.438550219533747,7.856505182113507,3.1887903451680106,
161_p3conc_174.5_i26,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,174.4564,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,9.604051423930729,9.604051423930729,9.604051423930729,7.789304587196555,3.25929454144436,
161_p3conc_186.4_i27,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,186.4108,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,12.27098868701523,12.27098868701523,12.27098868701523,9.103216068590394,3.418965382639991,
161_p3conc_199.2_i28,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,199.1843,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,13.312654264724525,13.312654264724525,13.312654264724525,10.575729623685222,4.0586804312617355,
161_p3conc_212.8_i29,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,212.833,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,15.952690696479305,15.952690696479305,15.952690696479305,14.357924494702427,4.09173757971874,
161_p3conc_227.4_i30,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,227.4165,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,18.15805884009476,18.15805884009476,18.15805884009476,16.39718030119469,4.891204102014508,
496_p3conc_1.5_i0,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,1.4619,26.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,0.91,0.91,0.91,0.91,0.91,
496_p3conc_2.1_i1,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,2.137,26.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,0.9759803867851026,0.91,0.91,0.91,0.91,
496_p3conc_3.1_i2,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,3.124,26.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,0.9291852063067882,0.9291852063067882,0.9291852063067882,0.91,0.91,
496_p3conc_4.6_i3,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,4.5669,26.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,0.9162644428161357,0.9162644428161357,0.9162644428161357,0.9162644428161357,0.91,
496_p3conc_6.7_i4,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,6.6762,26.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,0.91,0.91,0.91,0.91,0.91,
496_p3conc_9.8_i5,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,9.7596,26.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,0.91,0.91,0.91,0.91,0.91,
496_p3conc_14.3_i6,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,14.2672,26.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,0.9802836184682997,0.9312455657083556,0.9312455657083556,0.9312455657083556,0.9312455657083556,
496_p3conc_20.9_i7,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,20.8567,26.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,0.9870929411030722,0.9778599457775112,0.9778599457775112,0.9247454795100009,0.9247454795100009,
496_p3conc_30.5_i8,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,30.4895,26.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.1265914355117503,1.1265914355117503,1.102280662399997,1.102280662399997,1.0045229673457874,
494_p3conc_44.6_i9,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,44.5714,25.64,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.388593294240159,1.388593294240159,1.2322655894044665,1.18331401960448,1.1195835327984915,
494_p3conc_64.5_i10,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,64.5003,25.64,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.0926947143620436,1.9542991778222683,1.6016264267904297,1.383719134318956,1.27650819260136,
494_p3conc_65.2_i11,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,65.157,25.64,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.9551591568863267,1.8888762310805718,1.5648217081217848,1.441958609181146,1.2194158439358393,
494_p3conc_75.6_i12,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,75.6418,25.64,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.9658434342596902,1.9658434342596902,1.8693417177308274,1.6757489353526795,1.3257531349640854,
495_p3conc_88.7_i13,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,88.7076,24.47,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.324590946433685,2.324590946433685,2.00706189026219,2.00706189026219,1.4303168157738275,
495_p3conc_95.3_i14,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,95.2504,24.47,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.364981013122854,2.364981013122854,2.203837074360111,2.107484206568943,1.6372261224083606,
495_p3conc_104.0_i15,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,104.0303,24.47,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.5154495159162424,2.5154495159162424,2.480848218874521,2.480848218874521,1.7201172860222993,
495_p3conc_132.2_i16,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,132.1591,24.47,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,3.0753264332677546,3.0753264332677546,3.0753264332677546,3.0753264332677546,1.673689831845618,
495_p3conc_139.2_i17,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,139.2429,24.47,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,3.2749128623902224,3.2749128623902224,3.2749128623902224,3.2089189779222758,1.9576643270395935,
495_p3conc_143.2_i18,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,143.1644,24.47,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,3.4028275605554366,3.3238928580931035,3.3238928580931035,3.3238928580931035,1.937811891530592,
493_p3conc_155.1_i19,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,155.0858,25.25,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,3.7694631013424753,3.7694631013424753,3.7694631013424753,3.6364734972714956,1.9652944515562445,
493_p3conc_178.3_i20,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,178.2896,25.25,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,5.303030642714283,5.303030642714283,5.303030642714283,4.784148796682824,1.9646617111243112,
493_p3conc_189.2_i21,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,189.2095,25.25,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,7.395003405331502,7.395003405331502,6.553820741615486,5.5878693607086785,2.4103704072753582,
493_p3conc_200.8_i22,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,200.7983,25.25,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,10.771268368756656,9.494798066965233,8.48192046182931,7.285292791972783,2.980925263201783,
493_p3conc_203.6_i23,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,203.5532,25.25,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,10.289168406513816,9.415201683915965,9.246827497595048,7.916748612711979,2.8286513965693287,
502_p3conc_213.1_i24,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,213.0968,25.29,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,13.615315847161757,12.77834641769414,12.414946568275477,9.670259559828043,3.7231113355819416,
502_p3conc_226.1_i25,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,226.1487,25.29,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,20.810938841633913,18.614049463568048,17.079398239925464,11.636199905697522,4.769408808307636,
502_p3conc_264.0_i26,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,263.9927,25.29,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,42.895758210383384,38.95858508256301,34.54731170368887,26.501140203627013,8.699416040645247,
502_p3conc_276.9_i27,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,276.8745,25.29,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,48.878586563225,45.62595636776672,41.485993657468306,31.0692868035537,10.541712976070079,
492_p3conc_290.4_i28,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,290.3842,25.21,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,60.38444667197579,52.809765751630955,50.95368784143238,50.95368784143238,13.90189193191976,
492_p3conc_297.6_i29,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,297.5665,25.21,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,66.93824793035884,65.04005380000046,64.33500306062926,60.04421073505839,16.926127475021165,
492_p3conc_304.6_i30,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,304.5538,25.21,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,76.37164338210674,65.56316012585349,65.56316012585349,61.10263112715367,17.95395231800629,
492_p3conc_357.6_i31,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,357.607,25.21,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,121.53171093152366,114.86951264998417,114.86951264998417,114.86951264998417,30.901922694997495,
492_p3conc_369.5_i32,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,369.4758,25.21,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,126.4841895180304,126.4841895180304,126.4841895180304,126.4841895180304,30.505280758035195,
