ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,
375.0,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Acetate,5.2,30.0,none,0.0,none,0.0,none,0.0,Proline,150.0,0.9,0.9,9.66,9.66,9.66,8.46,6.6,
376.0,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Acetate,5.1,25.0,none,0.0,none,0.0,none,0.0,Lysine,25.0,0.9,0.9,1.78,1.78,1.78,1.78,1.78,
377.0,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Acetate,5.1,25.0,none,0.0,none,0.0,none,0.0,Lysine,75.0,0.9,0.9,1.68,1.68,1.68,1.68,1.68,
378.0,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,75.0,25.0,Acetate,5.1,25.0,none,0.0,none,0.0,none,0.0,Lysine,150.0,0.9,0.9,1.56,1.56,1.56,1.56,1.56,
379.0,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Acetate,5.2,30.0,none,0.0,none,0.0,none,0.0,Lysine,25.0,0.9,0.9,3.86,3.86,3.86,3.46,2.9,
380.0,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Acetate,5.2,30.0,none,0.0,none,0.0,none,0.0,Lysine,75.0,0.9,0.9,5.53,5.53,5.53,4.9,3.64,
381.0,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,175.0,25.0,Acetate,5.2,30.0,none,0.0,none,0.0,none,0.0,Lysine,150.0,0.9,0.9,4.83,4.83,4.36,3.97,3.75,
382.0,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Acetate,5.0,68.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,5.26,4.86,4.41,4.02,3.04,
383.0,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Acetate,5.0,98.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,3.24,3.24,3.24,2.74,2.25,
384.0,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,50.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,4.46,3.48,3.48,3.2,2.8,
385.0,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,75.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,3.68,3.03,2.98,2.74,2.4,
386.0,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,125.0,25.0,Histidine,6.0,97.0,none,0.0,none,0.0,none,0.0,none,0.0,0.9,0.9,2.63,2.63,2.63,2.43,1.8,
387.0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,3.94,3.94,3.94,3.31,1.8,
388.0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,2.3,2.3,2.3,2.12,1.84,
389.0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,35.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,2.05,2.05,2.05,1.89,1.64,
390.0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,5.9,17.5,none,0.0,Sucrose,0.3,none,0.0,Arginine,25.0,1.4,1.5,3.0,2.35,2.35,1.66,1.1,
391.0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,5.9,17.5,none,0.0,Sucrose,0.3,none,0.0,none,0.0,1.4,1.5,2.19,2.19,2.19,2.19,2.19,
392.0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,20.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.66,1.66,1.19,1.09,0.95,
393.0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.4,1.5,2.9,2.55,2.55,2.55,2.5,
394.0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.2,none,0.0,none,0.0,1.4,1.5,3.39,3.39,3.39,2.76,2.1,
395.0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,2.25,2.25,2.25,2.25,2.25,
396.0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,25.0,1.4,1.5,2.89,2.89,2.89,2.66,2.31,
397.0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,35.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.3,1.3,1.3,1.3,1.3,
398.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,55.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,4.59,4.59,3.3,3.04,1.75,
399.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,55.0,25.0,Acetate,5.0,20.0,none,0.0,Sucrose,0.25,none,0.0,none,0.0,1.4,1.5,5.34,5.34,5.34,4.59,2.8,
400.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,55.0,25.0,Acetate,5.0,20.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.4,1.5,4.28,4.28,4.04,3.71,2.42,
401.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,20.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,1.55,1.55,1.55,1.55,1.55,
402.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,20.0,25.0,Acetate,5.0,20.0,none,0.0,Sucrose,0.25,none,0.0,Arginine,25.0,1.4,1.5,1.98,1.98,1.98,1.98,1.98,
403.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,20.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.65,1.65,1.65,1.65,1.6,
404.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,20.0,25.0,Acetate,5.0,20.0,none,0.0,Sucrose,0.25,tween-80,0.05,Arginine,25.0,1.4,1.5,2.11,2.11,2.11,2.11,2.1,
405.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,55.0,25.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.2,none,0.0,none,0.0,1.4,1.5,5.69,5.69,5.69,5.23,2.4,
406.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,55.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,6.79,6.79,5.99,5.51,3.0,
407.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,55.0,25.0,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.2,none,0.0,Arginine,25.0,1.4,1.5,7.66,7.66,7.66,6.43,2.2,
408.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,20.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.51,1.51,1.51,1.51,1.5,
409.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,20.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,tween-80,0.05,none,0.0,1.4,1.5,1.66,1.66,1.66,1.66,1.0,
410.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,134.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,67.51,65.55,55.77,34.2,8.1,
411.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,55.0,25.0,Histidine,6.1,14.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,4.09,4.09,4.09,3.76,2.15,
412.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,55.0,25.0,Histidine,6.0,29.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,6.99,4.99,4.39,3.5,2.1,
413.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,55.0,25.0,Histidine,6.1,14.5,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.4,1.5,5.83,5.83,5.19,4.5,1.35,
414.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,55.0,25.0,Histidine,6.0,29.5,none,0.0,none,0.0,none,0.0,Lysine,25.0,1.4,1.5,6.56,6.56,4.99,4.59,1.0,
415.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,20.0,25.0,Histidine,6.0,30.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.1,1.1,1.1,0.9,0.9,
416.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,20.0,25.0,Histidine,6.0,30.0,none,0.0,none,0.0,none,0.0,Arginine,25.0,1.4,1.5,1.21,1.21,1.21,1.1,1.0,
417.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,20.0,25.0,Histidine,6.0,30.0,none,0.0,none,0.0,tween-80,0.05,Arginine,25.0,1.4,1.5,1.84,1.84,1.84,1.38,1.12,
418.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,100.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,24.96,19.96,18.98,11.94,4.3,
419.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,120.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,47.93,39.94,32.95,22.97,6.0,
420.0,Etanercept,Fc-Fusion,4.5,150.0,7.4,0.6,150.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,95.45,95.45,85.9,52.69,10.5,
421.0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,7.29,7.29,7.29,6.43,3.2,
422.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,74.0,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,5.63,5.0,4.75,4.14,2.0,
423.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,150.0,25.0,Histidine,6.2,11.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,24.5,20.08,17.57,13.97,8.3,
424.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.2,12.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,26.42,19.7,15.54,10.58,2.2,
425.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,214.0,25.0,Histidine,6.3,11.2,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,38.1,38.1,38.1,35.05,14.0,
426.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,49.0,25.0,Histidine,6.1,13.9,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.63,1.63,1.5,1.5,1.5,
427.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,5.75,5.63,5.13,4.14,2.5,
428.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.1,13.3,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.3,1.1,4.25,3.38,2.88,2.19,1.1,
429.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.1,13.3,none,0.0,Sucrose,0.4,none,0.0,none,0.0,1.3,1.1,6.75,5.0,4.38,3.45,1.9,
430.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,tween-80,0.05,none,0.0,1.3,1.1,5.0,4.0,3.5,2.76,1.6,
431.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.1,13.3,NaCl,140.0,Sucrose,0.4,none,0.0,none,0.0,1.3,1.1,3.75,3.25,3.0,2.65,2.3,
432.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,99.0,25.0,Histidine,6.1,12.8,none,0.0,none,0.0,none,0.0,Arginine,250.0,1.3,1.1,6.63,6.25,6.25,5.75,5.2,
433.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.1,13.3,NaCl,140.0,Sucrose,0.4,none,0.0,Arginine,250.0,1.3,1.1,7.25,6.25,5.63,4.72,3.2,
434.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.1,13.3,none,0.0,Sucrose,0.4,none,0.0,Proline,75.0,1.3,1.1,6.38,5.13,4.5,3.68,2.2,
435.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.1,13.3,none,0.0,Sucrose,0.4,none,0.0,Proline,250.0,1.3,1.1,4.63,3.5,3.0,2.3,1.9,
436.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.0,25.0,Histidine,6.1,13.3,NaCl,140.0,Sucrose,0.4,none,0.0,Proline,250.0,1.3,1.1,7.0,5.5,4.63,3.57,2.0,
437.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,99.0,25.0,Histidine,6.0,12.8,NaCl,140.0,Sucrose,0.4,none,0.0,Proline,250.0,1.3,1.1,5.13,4.0,3.5,2.88,2.0,
438.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.2,12.0,none,0.0,Sucrose,0.4,tween-80,0.05,none,0.0,1.3,1.1,7.09,6.36,6.0,5.07,3.8,
439.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.2,12.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.3,1.1,7.58,6.73,5.87,4.73,2.8,
440.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.2,12.0,none,0.0,none,0.0,none,0.0,Arginine,25.0,1.3,1.1,9.3,7.34,6.12,4.73,2.4,
441.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.2,12.0,none,0.0,none,0.0,none,0.0,Arginine,100.0,1.3,1.1,5.87,5.51,5.14,4.5,3.6,
442.0,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,135.0,25.0,Histidine,6.2,12.0,NaCl,140.0,none,0.0,none,0.0,Arginine,100.0,1.3,1.1,6.73,5.87,5.51,4.73,3.7,
443.0,none,,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,none,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
444.0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.3,12.5,none,0.0,none,0.0,none,0.0,none,0.0,1.0,1.0,10.09,8.56,7.71,7.09,1.35,
445.0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.3,12.5,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.0,1.0,7.34,6.24,5.63,4.73,3.0,
446.0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.3,12.5,none,0.0,Sucrose,0.4,none,0.0,none,0.0,1.0,1.0,8.2,8.2,8.2,7.54,1.4,
447.0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.3,12.5,none,0.0,none,0.0,tween-80,0.05,none,0.0,1.0,1.0,7.95,7.22,7.22,6.64,2.7,
448.0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.3,12.5,none,0.0,none,0.0,none,0.0,Arginine,25.0,1.0,1.0,11.14,8.56,7.47,5.97,3.6,
449.0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.3,12.5,none,0.0,none,0.0,none,0.0,Arginine,100.0,1.0,1.0,5.02,4.16,3.91,3.38,2.6,
450.0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.3,12.5,NaCl,140.0,none,0.0,none,0.0,Arginine,100.0,1.0,1.0,9.05,6.36,5.51,4.39,2.6,
451.0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.3,12.5,none,0.0,Sucrose,0.4,none,0.0,Arginine,100.0,1.0,1.0,3.91,3.8,3.8,3.49,2.2,
452.0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.3,12.5,none,0.0,none,0.0,none,0.0,Arginine,250.0,1.0,1.0,3.67,3.67,3.67,3.5,3.45,
453.0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.3,12.5,none,0.0,none,0.0,tween-80,0.05,Arginine,100.0,1.0,1.0,3.8,3.42,3.31,2.93,2.6,
454.0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.3,12.5,none,0.0,none,0.0,none,0.0,Lysine,25.0,1.0,1.0,3.55,3.55,3.55,3.27,2.3,
455.0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.3,12.5,none,0.0,none,0.0,none,0.0,Lysine,100.0,1.0,1.0,5.63,5.63,5.63,5.18,2.6,
456.0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.3,12.5,NaCl,140.0,none,0.0,none,0.0,Lysine,100.0,1.0,1.0,6.49,5.14,4.4,3.6,2.2,
457.0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.3,12.5,none,0.0,Sucrose,0.4,none,0.0,Lysine,100.0,1.0,1.0,6.24,5.26,4.65,3.83,2.6,
458.0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.3,12.5,none,0.0,none,0.0,tween-80,0.05,Lysine,100.0,1.0,1.0,5.14,4.89,4.89,4.89,4.89,
459.0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.3,12.5,none,0.0,none,0.0,none,0.0,Lysine,250.0,1.0,1.0,2.45,2.08,1.96,1.69,1.5,
460.0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.3,12.5,none,0.0,none,0.0,none,0.0,Proline,25.0,1.0,1.0,4.77,4.77,4.65,4.28,3.8,
461.0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.3,12.5,none,0.0,none,0.0,none,0.0,Proline,100.0,1.0,1.0,5.51,4.16,3.8,3.27,2.4,
462.0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.3,12.5,none,0.0,none,0.0,none,0.0,Proline,250.0,1.0,1.0,3.42,2.57,2.08,1.69,1.5,
463.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,240.0,25.0,Histidine,6.5,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,13.66,9.24,8.09,6.48,4.6,
464.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,145.0,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,4.34,4.09,4.09,4.09,4.0,
465.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,80.0,25.0,Histidine,6.2,13.5,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,4.13,2.88,2.5,2.07,1.3,
466.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,100.0,25.0,Histidine,6.2,13.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,3.38,3.25,3.13,2.76,2.3,
467.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,100.0,25.0,Histidine,6.2,13.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.5,1.5,1.5,1.5,1.5,
468.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,100.0,25.0,Histidine,6.2,13.0,none,0.0,Sucrose,0.4,none,0.0,none,0.0,1.5,1.3,2.88,2.38,1.88,1.38,1.0,
469.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,100.0,25.0,Histidine,6.2,13.0,none,0.0,none,0.0,tween-80,0.05,none,0.0,1.5,1.3,2.63,2.63,2.5,2.19,1.9,
470.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,100.0,25.0,Histidine,6.2,13.0,NaCl,140.0,Sucrose,0.4,none,0.0,none,0.0,1.5,1.3,3.13,2.38,2.13,1.84,1.3,
471.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,145.0,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,Arginine,100.0,1.5,1.3,7.71,5.18,4.7,3.88,2.7,
472.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,145.0,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,Arginine,200.0,1.5,1.3,6.02,5.06,4.82,4.33,3.7,
473.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,276.0,25.0,Acetate,5.5,54.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,10.32,8.52,7.92,6.73,6.1,
474.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,138.0,25.0,Acetate,5.4,37.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,3.05,2.43,2.43,2.43,2.43,
475.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,69.0,25.0,Acetate,5.2,28.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,1.38,1.25,1.25,1.13,1.0,
476.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,150.0,25.0,Acetate,5.4,41.0,NaCl,175.0,none,0.0,none,0.0,none,0.0,1.5,1.3,3.23,2.99,2.99,2.75,2.5,
477.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,150.0,25.0,Acetate,5.4,41.0,none,0.0,Sucrose,0.5,none,0.0,none,0.0,1.5,1.3,9.08,7.29,6.69,5.72,4.3,
478.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,150.0,25.0,Acetate,5.4,41.0,none,0.0,none,0.0,tween-80,0.0625,none,0.0,1.5,1.3,4.06,3.71,3.59,3.19,2.8,
479.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,150.0,25.0,Acetate,5.4,41.0,NaCl,175.0,Sucrose,0.5,none,0.0,none,0.0,1.5,1.3,12.55,8.84,7.89,6.38,4.0,
480.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,150.0,25.0,Histidine,6.3,12.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,5.02,4.54,4.43,4.07,3.7,
481.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,50.0,25.0,Histidine,6.2,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.5,1.3,2.0,2.0,1.63,1.5,1.4,
482.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,50.0,25.0,Histidine,6.2,14.0,none,0.0,Sucrose,0.4,none,0.0,none,0.0,1.5,1.3,2.38,1.88,1.75,1.5,1.3,
483.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,50.0,25.0,Histidine,6.2,14.0,none,0.0,Sucrose,0.8,none,0.0,none,0.0,1.5,1.3,1.5,1.5,1.38,1.27,1.2,
484.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,150.0,25.0,Histidine,6.3,12.0,NaCl,140.0,Sucrose,0.8,none,0.0,none,0.0,1.5,1.3,4.06,3.59,3.47,3.08,2.7,
485.0,Vudalimab,Bispecific,5.0,152.0,8.7,0.3,150.0,25.0,Histidine,6.3,12.0,none,0.0,Sucrose,0.4,none,0.0,none,0.0,1.5,1.3,3.47,3.47,3.47,3.19,2.5,
486.0,Nivolumab,mAb_IgG4,3.5,146.0,8.1,0.3,12.0,25.75,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.48,1.48,1.43,1.32,1.05,
487.0,Nivolumab,mAb_IgG4,3.5,146.0,8.1,0.3,53.0,25.25,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Arginine,5.0,1.3,1.1,2.91,2.76,2.54,2.39,2.17,
488.0,Nivolumab,mAb_IgG4,3.5,146.0,8.1,0.3,82.0,25.68,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,Arginine,25.0,1.3,1.1,3.04,3.02,2.75,2.51,2.0,
489.0,Nivolumab,mAb_IgG4,3.5,146.0,8.1,0.3,69.0,26.04,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Arginine,25.0,1.3,1.1,2.57,2.47,2.38,2.32,2.21,
490.0,Nivolumab,mAb_IgG4,3.5,146.0,8.1,0.3,119.0,26.14,Histidine,6.2,13.3,none,0.0,none,0.0,none,0.0,Lysine,125.0,1.3,1.1,3.27,3.21,2.95,2.6,1.78,
491.0,Nivolumab,mAb_IgG4,3.5,146.0,8.1,0.3,148.0,25.69,Histidine,6.2,13.0,none,0.0,none,0.0,none,0.0,Lysine,25.0,1.3,1.1,2.84,2.63,2.19,1.88,1.41,
492.0,Nivolumab,mAb_IgG4,3.5,146.0,8.1,0.3,335.0,25.21,Histidine,6.4,10.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,80.94,82.33,84.54,84.16,28.59806776,
493.0,Nivolumab,mAb_IgG4,3.5,146.0,8.1,0.3,168.0,25.25,Histidine,6.3,12.5,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,4.21,4.29,4.21,3.74,1.86,
494.0,Nivolumab,mAb_IgG4,3.5,146.0,8.1,0.3,55.0,25.64,Histidine,6.1,14.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.72,1.72,1.43,1.31,1.13,
495.0,Nivolumab,mAb_IgG4,3.5,146.0,8.1,0.3,122.0,24.47,Histidine,6.2,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.99,3.0,2.8,2.86,1.8,
496.0,Nivolumab,mAb_IgG4,3.5,146.0,8.1,0.3,26.0,26.0,Histidine,6.0,14.5,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.04,1.04,1.02,1.01,1.012889038,
497.0,Nivolumab,mAb_IgG4,3.5,146.0,8.1,0.3,321.0,26.03,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,none,0.0,1.3,1.1,48.8,39.47,32.61,25.94,15.15546568,
